City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Shasta Lake,US,40.6804,-122.3708,57.92,42,2,8.05,clear sky
454,Nyrob,RU,60.733,56.7202,12.24,94,100,8.08,overcast clouds
455,Boca Do Acre,BR,-8.7522,-67.3978,83.89,80,100,2.01,overcast clouds
456,Batagay-Alyta,RU,67.8006,130.4114,-10.68,90,100,1.63,overcast clouds
457,Inhambane,MZ,-23.865,35.3833,78.66,91,99,10.85,light rain
458,Ozoir-La-Ferriere,FR,48.767,2.6687,33.51,100,100,2.3,mist
459,Traverse City,US,44.7631,-85.6206,16.84,72,75,10.36,broken clouds
460,Jinchang,CN,38.4953,102.1739,21.7,53,86,1.57,overcast clouds
461,Glenwood Springs,US,39.5505,-107.3248,37.35,82,100,0.0,overcast clouds
462,Karwar,IN,14.8,74.1333,68.81,77,38,6.93,scattered clouds
463,Grafton,US,42.207,-71.6856,39.51,70,75,1.99,broken clouds
464,Talnakh,RU,69.4865,88.3972,-7.56,97,81,11.27,broken clouds
465,Port Blair,IN,11.6667,92.75,78.84,73,20,5.75,haze
466,Behbahan,IR,30.5959,50.2417,59.58,56,2,4.68,clear sky
467,Nassau,US,40.7507,-73.5829,41.5,65,100,1.01,overcast clouds
468,Najran,SA,17.4924,44.1277,64.36,25,6,5.59,clear sky
469,Rivadavia,AR,-33.1905,-68.4608,89.6,41,1,7.14,clear sky
470,Kuldur,RU,49.2167,131.6333,-0.02,98,100,3.42,overcast clouds
471,Peleduy,RU,59.6289,112.7406,-3.01,99,98,4.14,overcast clouds
472,Cayenne,GF,4.9333,-52.3333,80.64,83,75,1.01,broken clouds
473,Cherdyn,RU,60.403,56.4787,12.49,94,99,7.9,overcast clouds
474,Salinopolis,BR,-0.6136,-47.3561,82.67,73,75,9.8,broken clouds
475,Puerto Leguizamo,CO,-0.1934,-74.7819,84.29,75,100,3.96,overcast clouds
476,Batagay,RU,67.6333,134.6333,-15.3,98,100,3.47,overcast clouds
477,Daru,PG,-9.0763,143.2092,79.72,84,98,1.72,overcast clouds
478,Port Lincoln,AU,-34.7333,135.8667,67.14,91,0,1.05,clear sky
479,Pardilho,PT,40.7993,-8.626,57.06,61,2,6.91,clear sky
480,Qazigund,IN,33.6333,75.15,29.71,86,75,0.98,broken clouds
481,Nuuk,GL,64.1835,-51.7216,21.81,86,100,12.66,snow
482,Sioux Lookout,CA,50.1001,-91.917,-14.75,90,50,6.2,scattered clouds
483,Moyale,KE,3.5167,39.0584,79.0,17,5,15.57,clear sky
484,Dunedin,NZ,-45.8742,170.5036,56.8,86,9,3.18,clear sky
485,Pisco,PE,-13.7,-76.2167,76.01,64,0,11.5,clear sky
486,Naqadeh,IR,36.9553,45.388,18.97,89,28,4.72,scattered clouds
487,Klaksvik,FO,62.2266,-6.589,36.52,74,27,38.81,scattered clouds
488,Moskovskiy,RU,55.5991,37.355,17.58,92,100,7.0,mist
489,Bodden Town,KY,19.2833,-81.25,84.2,66,20,5.01,few clouds
490,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,75,40,50.64,scattered clouds
491,Sabang,ID,5.8933,95.3214,81.75,74,47,11.12,scattered clouds
492,Krasnotorka,UA,48.682,37.5327,24.37,96,100,1.92,overcast clouds
493,Conceicao Do Araguaia,BR,-8.2578,-49.2647,86.56,61,33,4.65,scattered clouds
494,Santa Fe,AR,-31.6333,-60.7,75.02,95,100,7.0,light rain
495,Pacific Grove,US,36.6177,-121.9166,57.81,95,100,1.99,fog
496,Laizhou,CN,37.1717,119.9214,29.39,91,6,5.06,clear sky
497,Tarpon Springs,US,28.1461,-82.7568,53.55,93,100,1.01,moderate rain
498,Jardim,BR,-21.4803,-56.1381,96.26,36,100,5.21,overcast clouds
499,Rawson,AR,-43.3002,-65.1023,68.81,56,0,23.22,clear sky
500,Touros,BR,-5.1989,-35.4608,86.9,61,99,14.85,light rain
501,Nueve De Julio,AR,-35.4444,-60.8831,88.72,67,48,4.56,scattered clouds
502,Long,TH,18.0761,99.8326,72.39,57,3,1.59,clear sky
503,Grootfontein,NA,-19.5667,18.1167,83.08,26,75,13.51,broken clouds
504,Konstantinovka,RU,49.6167,127.9833,-1.57,99,100,2.04,overcast clouds
505,Seoul,KR,37.5683,126.9778,33.19,86,48,3.91,scattered clouds
506,Roma,US,43.2128,-75.4557,28.96,85,100,6.91,mist
507,Lasa,IT,46.6166,10.7002,34.54,72,1,6.8,clear sky
508,Gat,IL,31.61,34.7642,52.48,3,27,6.02,scattered clouds
509,Bridgton,US,44.0548,-70.7128,33.33,85,100,4.38,overcast clouds
510,Cairns,AU,-16.9167,145.7667,80.06,97,40,1.14,scattered clouds
511,Mackay,AU,-21.15,149.2,75.69,71,100,7.85,light rain
512,Mbandaka,CD,0.0487,18.2603,83.97,46,96,2.68,overcast clouds
513,Haifa,IL,32.8156,34.9892,54.54,50,20,8.05,few clouds
514,Hit,IQ,33.6416,42.8251,52.99,43,1,7.09,clear sky
515,Zhanakorgan,KZ,43.9098,67.2495,29.3,76,1,5.08,clear sky
516,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.46,60,31,10.2,scattered clouds
517,Cabra,ES,37.4725,-4.4421,56.64,56,82,1.01,broken clouds
518,Rongcheng,CN,30.634,117.8517,41.34,95,100,4.7,overcast clouds
519,Villa Maria,AR,-32.4075,-63.2402,83.82,70,100,12.24,overcast clouds
520,Kudahuvadhoo,MV,2.6708,72.8944,80.51,62,75,9.04,broken clouds
521,Asau,RO,46.4333,26.4,28.4,73,96,6.55,overcast clouds
522,Enshi,CN,30.3,109.4833,38.55,99,100,1.54,light rain
523,Grindavik,IS,63.8424,-22.4338,36.07,75,75,51.79,light intensity drizzle
524,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,30,20,17.27,few clouds
525,Kantunilkin,MX,21.0917,-87.45,82.24,56,32,8.59,scattered clouds
526,Pudur,IN,13.0,79.15,72.21,80,70,7.23,broken clouds
527,Tarancon,ES,40.0085,-3.0073,49.89,58,8,12.03,clear sky
528,Villa Bruzual,VE,9.3328,-69.1208,93.96,33,92,3.98,overcast clouds
529,Byron Bay,AU,-28.65,153.6167,74.05,78,98,2.89,light rain
530,Ayorou,NE,14.7308,0.9174,82.18,8,2,11.59,clear sky
531,Alamosa,US,37.4695,-105.87,29.66,54,0,0.0,clear sky
532,Manjacaze,MZ,-24.7117,33.8828,76.75,83,100,8.86,overcast clouds
533,Kupino,RU,54.3663,77.2981,10.62,95,100,9.44,light snow
534,Makakilo City,US,21.3469,-158.0858,71.29,74,0,0.0,clear sky
535,Vagay,RU,57.9375,69.0217,5.47,100,96,1.25,overcast clouds
536,Ignacio Zaragoza,MX,28.3833,-107.2167,42.75,27,0,5.19,clear sky
537,Tarakan,ID,3.3,117.6333,78.3,94,20,3.44,few clouds
538,Cafarnaum,BR,-11.6936,-41.4683,77.72,68,99,5.61,moderate rain
539,Kerman,IR,30.2832,57.0788,48.96,28,0,3.56,clear sky
540,Colares,PT,38.7992,-9.4469,59.9,48,20,7.0,few clouds
541,Nioro,GM,13.35,-15.75,96.04,5,100,10.38,overcast clouds
542,Riberalta,BO,-10.9833,-66.1,92.75,50,78,1.68,broken clouds
543,Augusto Correa,BR,-1.0217,-46.635,80.22,86,96,5.39,overcast clouds
544,Mehamn,NO,71.0357,27.8492,30.38,78,100,33.2,light snow
545,Chuchkovo,RU,54.2693,41.4465,7.14,98,95,5.28,overcast clouds
546,Labuhan,ID,-6.8844,112.2051,79.05,88,83,13.0,broken clouds
547,Vanavara,RU,60.34,102.2797,-12.15,100,99,2.3,overcast clouds
548,Scarborough,GB,54.2797,-0.4044,38.08,92,4,1.01,clear sky
549,Isla Vista,US,34.4133,-119.861,66.31,61,0,0.0,clear sky
550,Sampit,ID,-2.5333,112.95,76.12,89,100,0.67,overcast clouds
551,Impfondo,CG,1.6381,18.0667,87.44,26,78,0.56,broken clouds
552,Porohy,UA,48.6876,24.2632,28.81,93,100,5.19,overcast clouds
553,Luwuk,ID,-0.9516,122.7875,78.12,85,93,3.56,overcast clouds
554,Almeirim,BR,-1.5233,-52.5817,91.38,44,77,5.7,broken clouds
555,Warmbad,NA,-28.45,18.7333,95.61,16,13,5.1,few clouds
556,Tautira,PF,-17.7333,-149.15,82.42,79,97,17.38,light rain
557,Plastun,RU,44.7561,136.2939,12.04,81,96,5.12,overcast clouds
558,Portree,GB,57.4129,-6.1942,45.52,96,100,12.1,overcast clouds
559,Maltahohe,NA,-24.8333,16.9833,86.5,18,4,9.82,clear sky
560,Luwingu,ZM,-10.2621,29.9271,63.48,97,90,5.03,moderate rain
561,Komsomolskiy,UZ,40.4272,71.7189,33.22,74,75,2.3,mist
562,Antofagasta,CL,-23.65,-70.4,72.21,58,10,9.35,clear sky
563,Husavik,IS,66.0449,-17.3389,31.55,99,96,5.55,snow
564,Roanoke Rapids,US,36.4615,-77.6542,56.05,56,100,5.41,overcast clouds
565,Juegang,CN,32.3174,121.1855,42.91,74,100,5.75,overcast clouds
566,Morondava,MG,-20.2833,44.2833,79.47,79,100,11.5,light rain
567,Galt,US,38.2546,-121.3,54.01,91,0,5.55,clear sky
568,Gorontalo,ID,0.5412,123.0595,75.83,95,91,3.85,overcast clouds
569,Borba,BR,-4.3878,-59.5939,84.25,76,86,3.38,overcast clouds
570,Granadilla De Abona,ES,28.1188,-16.576,62.4,55,40,14.97,scattered clouds
571,Kurchum,KZ,48.5722,83.6542,-15.32,97,65,3.2,broken clouds
572,Mahanoro,MG,-19.9,48.8,75.09,80,100,7.96,overcast clouds
573,Hirara,JP,24.8,125.2833,68.5,79,99,13.98,overcast clouds
574,Marsaxlokk,MT,35.8419,14.5431,47.08,61,40,9.22,scattered clouds
575,Naze,JP,28.3667,129.4833,57.63,69,87,12.97,overcast clouds
576,Sindor,RU,62.8629,51.8905,18.81,93,100,10.25,light snow
577,Tuy Hoa,VN,13.0833,109.3,72.86,92,34,3.29,scattered clouds
578,Narrabri,AU,-30.3167,149.7833,69.53,98,84,1.01,broken clouds
579,Rumonge,BI,-3.9736,29.4386,72.45,83,84,2.98,broken clouds
580,Altamira,BR,-3.2033,-52.2064,86.49,54,98,4.83,overcast clouds
581,Da Nang,VN,16.0678,108.2208,73.38,88,20,0.0,few clouds
582,Sibut,CF,5.718,19.0739,87.39,17,73,4.68,broken clouds
583,Fowa,NG,8.9167,6.4,93.92,9,14,3.47,few clouds
584,Boende,CD,-0.2167,20.8667,84.76,44,98,2.68,overcast clouds
585,Shegaon,IN,20.7833,76.6833,62.91,38,0,7.58,clear sky
586,Marang,MY,5.2056,103.2059,76.46,83,22,2.75,few clouds
587,San Andres,CO,12.5847,-81.7006,82.42,65,75,10.36,broken clouds
588,Kodinsk,RU,58.6881,99.1844,-12.86,100,100,2.51,overcast clouds
589,Carndonagh,IE,55.25,-7.2667,47.82,85,100,6.13,overcast clouds
590,Piskivka,UA,50.6938,29.6193,19.72,96,100,6.06,overcast clouds
591,Mitzic,GA,0.7821,11.549,76.28,68,100,3.78,overcast clouds
592,Mokhotlong,LS,-29.2894,29.0675,60.44,78,93,4.41,light rain
593,Springbok,ZA,-29.6643,17.8865,83.16,28,22,16.84,few clouds
594,Bartica,GY,6.4,-58.6167,79.99,84,76,5.7,broken clouds
595,Xam Nua,LA,20.4197,104.0439,60.55,83,89,2.21,overcast clouds
596,Ballinrobe,IE,53.6333,-9.2333,50.76,86,86,4.18,overcast clouds
597,Yashkino,RU,55.8736,85.4265,7.75,94,100,8.39,overcast clouds
598,Morehead,US,37.2711,-87.1764,27.99,61,40,1.99,scattered clouds
599,Pizarro,CO,4.9533,-77.366,77.58,89,98,1.54,light rain
600,Marathon,US,44.9,-89.7668,0.64,69,0,1.01,clear sky
601,Belyy Yar,RU,53.6039,91.3903,-0.51,85,100,2.24,mist
602,Onega,RU,63.9061,38.1404,12.56,98,62,6.17,broken clouds
603,Calatayud,ES,41.3535,-1.6432,54.18,68,1,4.56,clear sky
604,Oroville,US,39.5138,-121.5564,62.13,61,0,8.05,clear sky
605,Florianopolis,BR,-27.6146,-48.5012,91.26,68,20,5.99,few clouds
606,Wembley,AU,-31.9333,115.8,70.68,61,0,13.8,clear sky
607,Jutai,BR,-5.1833,-68.9,79.97,90,98,2.62,moderate rain
608,Tkibuli,GE,42.3477,42.9981,31.24,85,100,5.97,overcast clouds
609,Kununurra,AU,-15.7667,128.7333,76.98,88,99,0.0,overcast clouds
610,Charcas,MX,23.1333,-101.1167,56.32,58,6,9.66,clear sky
611,Sao Borja,BR,-28.6606,-56.0044,99.95,23,51,12.75,broken clouds
612,Murnau,DE,48.2302,12.2943,32.72,94,1,3.56,clear sky
613,Beibei,CN,29.8256,106.4339,51.24,92,100,1.86,overcast clouds
614,Guaruja,BR,-23.9931,-46.2564,97.16,26,34,1.99,scattered clouds
615,Chenghai,CN,23.4632,116.768,59.65,85,9,11.05,clear sky
616,Zhicheng,CN,30.2956,111.5047,39.96,94,100,2.73,light rain
617,Iskateley,RU,67.6803,53.1512,25.65,95,100,10.58,overcast clouds
618,Bonga,ET,7.2833,36.2333,65.64,55,27,2.08,scattered clouds
619,Miri,MY,4.4148,114.0089,76.86,89,100,5.77,overcast clouds
620,Saqqez,IR,36.2499,46.2735,11.82,84,10,5.28,clear sky
621,Lakes Entrance,AU,-37.8811,147.981,63.16,90,13,3.0,few clouds
622,Ronne,DK,55.1009,14.7066,39.11,87,9,9.22,clear sky
623,Kaka,TM,37.3482,59.6143,42.89,42,12,5.44,few clouds
624,Faanui,PF,-16.4833,-151.75,80.29,78,100,13.22,overcast clouds
625,Worland,US,44.0169,-107.9554,31.55,74,100,3.44,overcast clouds
626,Torphins,GB,57.1056,-2.624,45.95,75,61,5.19,broken clouds
627,Sasayama,JP,35.0667,135.2167,36.37,91,44,1.97,scattered clouds
628,Goleniow,PL,53.5639,14.8285,43.61,93,100,11.5,overcast clouds
629,Maningrida,AU,-12.0667,134.2667,79.14,88,100,8.37,overcast clouds
630,Pauini,BR,-7.7136,-66.9764,83.16,82,100,1.9,light rain
631,Severnyy,RU,50.677,36.5532,15.84,79,75,4.47,light shower snow
632,Faya,SA,18.3851,42.4509,55.92,72,8,4.54,clear sky
633,Kommunar,RU,59.6206,30.39,26.13,94,7,6.51,clear sky
634,Maun,BW,-19.9833,23.4167,82.51,38,97,8.5,overcast clouds
635,Tarauaca,BR,-8.1614,-70.7656,75.4,97,100,0.98,moderate rain
636,Erzin,TR,36.9559,36.2,38.12,83,100,8.01,light rain
637,Kayes,ML,14.0,-11.0,89.19,6,100,8.52,overcast clouds
638,Walvis Bay,NA,-22.9575,14.5053,70.09,63,27,14.74,scattered clouds
639,Gurupi,BR,-11.7292,-49.0686,80.01,75,82,3.58,broken clouds
640,Fairbanks,US,64.8378,-147.7164,24.76,74,100,4.0,light snow
641,Kerema,PG,-7.9631,145.7785,78.6,88,78,3.56,heavy intensity rain
642,San Ramon,US,37.7799,-121.978,51.26,89,100,3.44,mist
643,Pilar,BR,-9.5972,-35.9567,89.53,45,52,13.38,broken clouds
644,Hobyo,SO,5.3505,48.5268,76.91,66,59,23.02,broken clouds
645,Nizwa,OM,22.9333,57.5333,69.13,35,0,1.45,clear sky
646,Pitimbu,BR,-7.4706,-34.8086,88.39,66,66,11.54,broken clouds
647,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,19.57,scattered clouds
648,Guozhen,CN,34.3659,107.359,37.76,84,96,2.64,overcast clouds
649,Limbuhan,PH,11.8838,124.0501,77.77,87,100,16.75,light rain
650,Waipawa,NZ,-41.4122,175.5153,61.43,94,62,5.99,broken clouds
651,Entre Rios,BR,-11.9419,-38.0844,86.02,57,93,7.02,overcast clouds
652,Ayagoz,KZ,47.9714,80.4392,-16.96,99,76,3.31,broken clouds
653,Goedereede,NL,51.8175,3.9806,39.97,76,13,1.32,few clouds
654,Harlingen,US,26.1906,-97.6961,64.35,80,0,8.05,clear sky
655,Okha,RU,53.5739,142.9478,-10.62,100,79,8.3,broken clouds
656,Amahai,ID,-3.3333,128.9167,80.26,82,80,2.28,broken clouds
657,San Lawrenz,MT,36.0553,14.204,45.86,55,61,10.6,broken clouds
658,Nuevo Progreso,MX,23.1667,-97.95,68.59,52,72,11.88,broken clouds
659,Oranjestad,AW,12.524,-70.027,82.35,65,75,21.85,broken clouds
660,Ibra,OM,22.6906,58.5334,69.24,39,1,4.65,clear sky
661,Maraba,BR,-5.3686,-49.1178,89.78,58,40,5.75,scattered clouds
662,Port Hedland,AU,-20.3167,118.5667,86.05,79,40,8.05,scattered clouds
663,San Juan,AR,-31.5375,-68.5364,92.34,38,0,9.31,clear sky
664,Kozhevnikovo,RU,56.2589,83.9714,8.26,93,100,8.52,overcast clouds
665,Dzhebariki-Khaya,RU,62.2167,135.8,-34.82,100,99,1.32,overcast clouds
666,Tete,MZ,-16.1564,33.5867,75.29,88,75,9.22,broken clouds
667,Luau,AO,-10.7073,22.2247,71.83,82,100,4.59,overcast clouds
668,Parrita,CR,9.5201,-84.3225,101.26,42,3,6.22,clear sky
669,Boyolangu,ID,-8.1181,111.8935,77.86,87,92,3.42,overcast clouds
670,Zavodouspenskoye,RU,56.8626,65.0155,21.49,88,100,7.63,overcast clouds
671,Araouane,ML,18.9048,-3.5265,78.28,10,94,12.19,overcast clouds
672,Touba,CI,8.2833,-7.6833,92.14,10,29,5.5,scattered clouds
673,Smoky Lake,CA,54.1169,-112.4686,29.48,93,100,11.07,overcast clouds
674,Saint-Augustin,CA,51.226,-58.6502,9.81,74,83,7.23,broken clouds
675,Maarianhamina,AX,60.0973,19.9348,22.86,93,0,0.0,clear sky
676,Nakasongola,UG,1.3089,32.4564,80.35,28,94,4.9,overcast clouds
677,Hollins,US,37.3413,-79.9431,50.13,58,97,4.99,overcast clouds
678,Tiarei,PF,-17.5333,-149.3333,82.42,78,91,17.67,light rain
679,Vogan,TG,6.3333,1.5333,86.05,42,16,11.59,few clouds
680,Nehe,CN,48.4833,124.8333,-8.37,100,94,2.21,overcast clouds
681,Itaituba,BR,-4.2761,-55.9836,84.38,77,93,4.52,overcast clouds
682,Buin,CL,-33.7333,-70.75,86.05,22,0,9.55,clear sky
