City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Mecca,SA,2022-01-24 00:50:38,21.4267,39.8261,66.22,74,0,5.79
275,Uppsala,SE,2022-01-24 00:50:38,60.0,17.75,34.63,93,100,10.36
276,Novyy Urgal,RU,2022-01-24 00:50:39,51.0736,132.5642,-19.5,97,96,1.21
277,Skjervoy,NO,2022-01-24 00:50:39,70.0311,20.9714,39.0,87,100,47.74
278,Iracoubo,GF,2022-01-24 00:50:39,5.4802,-53.2011,75.43,90,31,7.72
279,Santo Domingo,DO,2022-01-24 00:46:49,18.5001,-69.9886,78.04,74,0,1.01
280,Eenhana,NA,2022-01-24 00:50:40,-17.4667,16.3333,65.95,59,89,6.02
281,Sokoni,TZ,2022-01-24 00:50:40,-6.4333,39.55,80.13,80,100,17.27
282,Saint-Georges,GD,2022-01-24 00:50:41,12.0564,-61.7485,76.68,78,40,9.22
283,Ucluelet,CA,2022-01-24 00:50:30,48.9329,-125.5528,43.09,89,100,2.33
284,Kavaratti,IN,2022-01-24 00:50:41,10.5669,72.642,79.32,67,14,10.25
285,Springbok,ZA,2022-01-24 00:50:42,-29.6643,17.8865,73.94,46,100,5.06
286,Dolores,AR,2022-01-24 00:50:42,-36.3132,-57.6792,69.71,93,97,6.64
287,Emerald,AU,2022-01-24 00:50:43,-23.5333,148.1667,84.34,54,75,8.05
288,Asau,RO,2022-01-24 00:50:43,46.4333,26.4,20.39,90,95,7.49
289,Waipawa,NZ,2022-01-24 00:46:12,-41.4122,175.5153,67.3,85,100,8.86
290,Coihaique,CL,2022-01-24 00:49:03,-45.5752,-72.0662,55.35,58,75,9.22
291,Pundaguitan,PH,2022-01-24 00:50:44,6.3711,126.1689,79.66,82,100,4.14
292,Oktyabrskiy,RU,2022-01-24 00:50:45,54.4815,53.471,6.33,93,100,2.37
293,Batagay,RU,2022-01-24 00:50:45,67.6333,134.6333,-20.9,97,97,3.78
294,Nador,MA,2022-01-24 00:50:45,35.174,-2.9287,57.45,72,75,9.22
295,Taoudenni,ML,2022-01-24 00:50:46,22.6783,-3.9836,64.54,19,100,9.95
296,Taltal,CL,2022-01-24 00:50:46,-25.4,-70.4833,66.04,75,100,3.62
297,Villablino,ES,2022-01-24 00:50:47,42.9393,-6.3194,35.65,94,0,4.9
298,Santa Maria,BR,2022-01-24 00:50:47,-29.6842,-53.8069,76.3,94,75,8.05
299,Jizan,SA,2022-01-24 00:50:47,17.3333,42.6667,74.34,67,4,4.5
300,Solnechnyy,RU,2022-01-24 00:50:48,50.7214,136.6319,-4.9,91,22,3.06
301,Yokadouma,CM,2022-01-24 00:50:48,3.5167,15.05,66.79,38,33,2.48
302,Lazaro Cardenas,MX,2022-01-24 00:50:48,17.9583,-102.2,77.31,69,49,7.27
303,Hobyo,SO,2022-01-24 00:50:49,5.3505,48.5268,76.32,71,98,16.15
304,Puerto Gaitan,CO,2022-01-24 00:50:49,4.3133,-72.0816,87.28,40,95,8.14
305,San Isidro,PE,2022-01-24 00:50:49,-12.1167,-77.05,73.51,72,0,1.01
306,Llanes,ES,2022-01-24 00:50:50,43.4198,-4.7549,45.9,58,0,4.65
307,Itaituba,BR,2022-01-24 00:50:50,-4.2761,-55.9836,77.16,94,40,0.0
308,Vardo,NO,2022-01-24 00:50:50,70.3705,31.1107,39.79,82,100,42.23
309,Katangli,RU,2022-01-24 00:50:50,51.7102,143.2326,1.53,88,12,12.62
310,Poum,NC,2022-01-24 00:50:51,-20.2333,164.0167,80.89,69,100,11.34
311,Oranjemund,NA,2022-01-24 00:50:51,-28.55,16.4333,77.77,58,98,1.5
312,Cabo San Lucas,MX,2022-01-24 00:50:04,22.8909,-109.9124,71.62,72,100,4.54
313,Katsuura,JP,2022-01-24 00:50:52,35.1333,140.3,50.11,72,100,22.64
314,Porto Novo,BJ,2022-01-24 00:50:52,6.4965,2.6036,76.01,83,4,2.73
315,Trairi,BR,2022-01-24 00:50:53,-3.2778,-39.2689,76.93,77,14,6.82
316,Buraydah,SA,2022-01-24 00:50:53,26.326,43.975,57.65,56,0,8.48
317,Vallenar,CL,2022-01-24 00:51:54,-28.5708,-70.7581,71.1,55,99,4.9
318,Kayerkan,RU,2022-01-24 00:50:34,69.3497,87.7602,-6.77,99,100,4.65
319,Saint-Ambroise,CA,2022-01-24 00:51:54,48.5501,-71.3324,-1.66,71,43,8.05
320,Cervo,ES,2022-01-24 00:51:54,43.6702,-7.4101,44.69,73,0,4.5
321,Cedar City,US,2022-01-24 00:49:27,37.6775,-113.0619,38.37,50,0,9.22
322,Nemuro,JP,2022-01-24 00:51:55,43.3236,145.575,18.03,61,95,5.3
323,San Ignacio,BZ,2022-01-24 00:50:15,17.1561,-89.0714,77.14,88,40,4.61
324,Dunedin,NZ,2022-01-24 00:47:25,-45.8742,170.5036,56.8,81,100,5.99
325,Lima,PE,2022-01-24 00:51:46,-12.0432,-77.0282,72.39,70,0,1.01
326,Nokha,IN,2022-01-24 00:51:56,27.6,73.4167,52.29,67,0,4.38
327,Codrington,AU,2022-01-24 00:51:56,-38.2667,141.9667,91.02,24,100,6.13
328,Sopotnica,MK,2022-01-24 00:51:57,41.2947,21.155,15.15,93,46,4.45
329,Dillon,US,2022-01-24 00:51:57,34.4166,-79.3712,40.03,84,7,6.33
330,Soyo,AO,2022-01-24 00:51:57,-6.1349,12.3689,75.99,85,100,8.19
331,Shebalino,RU,2022-01-24 00:51:58,51.2917,85.6772,1.62,91,98,4.9
332,Vegueta,PE,2022-01-24 00:51:58,-11.0231,-77.6431,71.67,84,11,8.32
333,Balykshi,KZ,2022-01-24 00:51:58,47.0667,51.8667,15.8,92,0,24.61
334,Awbari,LY,2022-01-24 00:51:59,26.5921,12.7805,46.87,51,0,5.28
335,Geraldton,AU,2022-01-24 00:51:59,-28.7667,114.6,79.21,61,0,18.41
336,Jibuti,DJ,2022-01-24 00:49:02,11.5,42.5,71.02,80,31,10.07
337,Broome,US,2022-01-24 00:51:59,42.2506,-75.833,25.47,77,100,3.0
338,Talara,PE,2022-01-24 00:52:00,-4.5772,-81.2719,71.1,84,39,13.58
339,Istok,XK,2022-01-24 00:52:00,42.7808,20.4875,22.15,77,57,4.36
340,Black Forest,US,2022-01-24 00:52:01,39.0131,-104.7008,40.96,56,0,1.01
341,Berlevag,NO,2022-01-24 00:52:01,70.8578,29.0864,41.9,79,100,43.06
342,Brae,GB,2022-01-24 00:52:01,60.3964,-1.353,48.11,89,100,34.83
343,Ewa Beach,US,2022-01-24 00:49:59,21.3156,-158.0072,82.35,56,40,13.0
344,Sao Jose Da Coroa Grande,BR,2022-01-24 00:52:02,-8.8978,-35.1478,79.0,74,30,6.64
345,Saint-Prosper,CA,2022-01-24 00:52:02,46.2117,-70.4811,12.69,100,100,2.1
346,Resavica,RS,2022-01-24 00:52:02,44.0408,21.5816,23.13,98,94,5.41
347,Cabrera,DO,2022-01-24 00:52:03,19.6426,-69.9049,77.32,80,0,10.8
348,Astana,KZ,2022-01-24 00:50:26,51.1801,71.446,-11.25,77,54,11.18
349,Grand Gaube,MU,2022-01-24 00:52:03,-20.0064,57.6608,79.2,85,5,5.99
350,Ancud,CL,2022-01-24 00:52:04,-41.8697,-73.8203,58.53,89,77,7.0
351,Halifax,CA,2022-01-24 00:47:57,44.6453,-63.5724,35.6,83,100,8.01
352,Djambala,CG,2022-01-24 00:52:04,-2.5447,14.7533,71.33,79,56,2.17
353,Jiaojiang,CN,2022-01-24 00:52:04,28.6803,121.4428,53.01,87,100,8.14
354,Suntar,RU,2022-01-24 00:52:05,62.1444,117.6319,-9.31,98,81,4.5
355,San Quintin,MX,2022-01-24 00:52:05,30.4833,-115.95,61.97,48,0,8.39
356,Hambantota,LK,2022-01-24 00:52:05,6.1241,81.1185,71.94,100,20,4.61
357,Dalbandin,PK,2022-01-24 00:52:06,28.8947,64.4101,38.12,46,0,6.82
358,Aklavik,CA,2022-01-24 00:49:00,68.2191,-135.0107,2.23,95,90,7.94
359,Waitati,NZ,2022-01-24 00:52:06,-45.75,170.5667,56.8,81,100,6.4
360,Maroantsetra,MG,2022-01-24 00:52:07,-15.4333,49.7333,74.53,96,100,3.15
361,Hobe Sound,US,2022-01-24 00:52:07,27.0595,-80.1364,55.38,86,100,11.5
362,Tazovskiy,RU,2022-01-24 00:52:07,67.4667,78.7,-7.69,100,100,7.31
363,Galdar,ES,2022-01-24 00:52:08,28.147,-15.6502,61.36,73,98,2.84
364,Koppies,ZA,2022-01-24 00:53:08,-27.2418,27.5742,55.26,70,0,7.67
365,Japaratuba,BR,2022-01-24 00:53:09,-10.5933,-36.9403,78.08,79,99,3.36
366,Cayenne,GF,2022-01-24 00:53:09,4.9333,-52.3333,78.1,88,0,3.44
367,Boa Vista,BR,2022-01-24 00:51:02,2.8197,-60.6733,87.78,48,20,6.91
368,Okitipupa,NG,2022-01-24 00:53:10,6.5047,4.7839,72.73,93,0,2.68
369,Pochutla,MX,2022-01-24 00:53:10,15.7432,-96.4661,74.05,70,0,4.74
370,Caraballeda,VE,2022-01-24 00:53:10,10.6112,-66.8522,82.47,83,40,5.75
371,Hofn,IS,2022-01-24 00:53:11,64.2539,-15.2082,30.13,53,0,14.0
372,Nizwa,OM,2022-01-24 00:53:11,22.9333,57.5333,57.52,56,0,2.51
373,Zihuatanejo,MX,2022-01-24 00:53:11,17.6333,-101.55,77.79,66,98,7.25
374,Te Anau,NZ,2022-01-24 00:50:07,-45.4167,167.7167,64.65,53,12,1.39
375,Imphal,IN,2022-01-24 00:53:12,24.8167,93.95,52.0,91,100,1.92
376,Chemax,MX,2022-01-24 00:53:12,20.65,-87.9333,69.28,92,67,3.74
377,Komatipoort,ZA,2022-01-24 00:53:12,-25.4332,31.9548,65.23,86,0,6.22
378,Liliani,PK,2022-01-24 00:53:13,32.2065,72.9537,50.7,90,88,6.29
379,Long Branch,US,2022-01-24 00:53:13,40.3043,-73.9924,35.17,66,100,3.0
380,Tynda,RU,2022-01-24 00:53:14,55.1667,124.7167,-13.61,95,7,3.13
381,Egvekinot,RU,2022-01-24 00:53:14,66.3167,-179.1667,-16.17,97,100,3.6
382,The Valley,AI,2022-01-24 00:53:14,18.217,-63.0578,77.83,70,0,7.45
383,Kearney,US,2022-01-24 00:53:15,40.6995,-99.0815,51.71,37,100,7.0
384,Tommot,RU,2022-01-24 00:53:15,58.9564,126.2925,-3.26,98,100,2.1
385,Yumen,CN,2022-01-24 00:50:17,40.2833,97.2,16.2,55,0,1.1
386,Ilebo,CD,2022-01-24 00:53:16,-4.3167,20.5833,71.17,94,100,1.54
387,Saint George,US,2022-01-24 00:51:02,37.1041,-113.5841,55.99,31,0,1.99
388,Saint-Pierre,RE,2022-01-24 00:53:16,-21.3393,55.4781,76.68,73,0,2.3
389,Chirongui,YT,2022-01-24 00:53:17,-12.9319,45.1483,82.33,80,100,27.0
390,Yarmouth,US,2022-01-24 00:53:17,41.7057,-70.2286,33.04,74,0,4.0
391,Kathmandu,NP,2022-01-24 00:48:31,27.7167,85.3167,44.82,93,40,3.44
392,Meulaboh,ID,2022-01-24 00:53:17,4.1363,96.1285,76.03,88,64,3.51
393,Carauari,BR,2022-01-24 00:53:18,-4.8828,-66.8958,74.16,98,100,2.44
394,Itarema,BR,2022-01-24 00:51:44,-2.9248,-39.9167,78.67,73,73,12.53
395,Le Port,RE,2022-01-24 00:53:18,-20.9373,55.2919,77.0,83,26,5.19
396,Qiongshan,CN,2022-01-24 00:53:19,20.0058,110.3542,69.78,100,75,6.71
397,Zuwarah,LY,2022-01-24 00:53:19,32.9312,12.082,51.66,69,78,3.11
398,Malpe,IN,2022-01-24 00:53:19,13.35,74.7167,69.1,86,25,6.6
399,Suicheng,CN,2022-01-24 00:53:20,33.8963,117.9331,32.72,59,94,7.34
400,Umm Lajj,SA,2022-01-24 00:53:20,25.0213,37.2685,62.44,57,0,11.56
401,Champerico,GT,2022-01-24 00:51:51,14.3,-91.9167,86.54,68,0,5.53
402,Hami,CN,2022-01-24 00:53:20,42.8,93.45,21.69,57,2,4.38
403,Cuamba,MZ,2022-01-24 00:53:21,-14.8031,36.5372,67.8,96,100,5.7
404,Angoche,MZ,2022-01-24 00:53:21,-16.2325,39.9086,79.36,89,100,19.91
405,Yellowknife,CA,2022-01-24 00:49:50,62.456,-114.3525,-19.68,76,20,6.91
406,Rio Branco,BR,2022-01-24 00:50:16,-9.9747,-67.81,77.61,94,0,0.0
407,Kupang,ID,2022-01-24 00:53:22,-10.1667,123.5833,82.98,89,40,9.22
408,Bardiyah,LY,2022-01-24 00:51:50,31.7561,25.0865,49.14,55,72,10.38
409,Lamar,US,2022-01-24 00:53:22,33.6668,-95.5836,57.11,33,0,4.61
410,Chingola,ZM,2022-01-24 00:53:22,-12.529,27.8838,56.75,98,79,3.74
411,Husavik,IS,2022-01-24 00:54:23,66.0449,-17.3389,26.51,72,59,22.15
412,Santa Cruz De Tenerife,ES,2022-01-24 00:54:23,28.4682,-16.2546,65.71,81,0,4.0
413,Houma,US,2022-01-24 00:54:23,29.5958,-90.7195,48.0,55,0,5.75
414,Lutz,US,2022-01-24 00:53:09,28.1511,-82.4615,50.94,78,0,0.0
415,Terrace,CA,2022-01-24 00:54:24,54.5163,-128.6035,39.11,100,100,0.0
416,Yulara,AU,2022-01-24 00:54:24,-25.2406,130.9889,82.24,42,0,9.22
417,Ibra,OM,2022-01-24 00:51:55,22.6906,58.5334,56.41,72,0,1.99
418,Kvarkeno,RU,2022-01-24 00:54:25,52.0833,59.725,-9.65,100,17,5.7
419,Soe,ID,2022-01-24 00:54:25,-9.8607,124.284,77.5,66,79,2.35
420,Tonantins,BR,2022-01-24 00:54:26,-2.8731,-67.8022,73.99,97,95,2.15
421,Belyy Yar,RU,2022-01-24 00:54:26,53.6039,91.3903,-10.14,81,75,0.0
422,Saskylakh,RU,2022-01-24 00:54:26,71.9167,114.0833,-22.09,100,99,4.41
423,Salinas,US,2022-01-24 00:54:27,36.6777,-121.6555,65.01,51,0,2.77
424,Ambikapur,IN,2022-01-24 00:54:27,23.1167,83.2,54.57,85,0,0.13
425,Burlington,US,2022-01-24 00:50:12,39.8835,-74.6413,35.71,62,100,8.05
426,Fomboni,KM,2022-01-24 00:54:28,-12.28,43.7425,81.68,80,100,27.94
427,Iqaluit,CA,2022-01-24 00:54:28,63.7506,-68.5145,-7.87,71,100,2.3
428,Pisco,PE,2022-01-24 00:54:28,-13.7,-76.2167,71.65,73,0,21.85
429,Rio Grande,BR,2022-01-24 00:54:29,-32.035,-52.0986,77.95,91,98,7.52
430,Stephenville,US,2022-01-24 00:54:29,32.2207,-98.2023,57.54,47,0,3.44
431,Palaikastron,GR,2022-01-24 00:54:29,35.2,26.25,39.74,66,85,12.64
432,Doha,QA,2022-01-24 00:51:49,25.2867,51.5333,55.38,62,0,3.44
433,Spring Hill,US,2022-01-24 00:54:14,28.4769,-82.5255,50.99,79,2,7.2
434,Hun,LY,2022-01-24 00:54:30,29.1268,15.9477,47.44,64,5,3.69
435,Kovdor,RU,2022-01-24 00:54:30,67.5662,30.4758,36.57,90,100,20.54
436,Puerto Colombia,CO,2022-01-24 00:54:31,10.9878,-74.9547,78.89,78,100,27.31
437,Yichang,CN,2022-01-24 00:54:31,30.7144,111.2847,39.2,85,98,1.68
438,Hamilton,US,2022-01-24 00:54:32,39.1834,-84.5333,27.23,69,71,1.01
439,Guane,CU,2022-01-24 00:54:32,22.2025,-84.0875,65.62,79,0,7.96
440,Santiago Del Estero,AR,2022-01-24 00:51:25,-27.7951,-64.2615,78.84,77,100,6.71
441,Kathu,TH,2022-01-24 00:54:33,7.9178,98.3332,76.82,77,48,6.51
442,Mount Isa,AU,2022-01-24 00:54:34,-20.7333,139.5,78.57,94,100,13.8
443,Akureyri,IS,2022-01-24 00:54:34,65.6835,-18.0878,26.53,46,100,12.66
444,Maputo,MZ,2022-01-24 00:54:35,-25.9653,32.5892,73.08,82,75,5.01
445,Tigil,RU,2022-01-24 00:54:35,57.8,158.6667,4.64,94,96,1.79
446,Goundam,ML,2022-01-24 00:54:35,16.4145,-3.6708,63.55,17,0,10.22
447,Camacha,PT,2022-01-24 00:54:36,33.0833,-16.3333,59.76,82,40,4.61
448,Zuenoula,CI,2022-01-24 00:54:36,7.4292,-6.0431,69.03,18,5,1.25
449,Ahlat,TR,2022-01-24 00:54:36,38.7518,42.4814,23.43,91,100,3.8
450,Paamiut,GL,2022-01-24 00:50:32,61.994,-49.6678,23.5,73,100,13.82
451,Vao,NC,2022-01-24 00:54:37,-22.6667,167.4833,76.86,67,4,7.38
452,San Nicolas De Los Garza,MX,2022-01-24 00:54:37,25.75,-100.3,75.97,77,94,5.14
453,Maldonado,UY,2022-01-24 00:54:37,-34.6667,-54.9167,73.22,95,100,1.68
454,Nouakchott,MR,2022-01-24 00:54:38,18.0858,-15.9785,76.93,26,100,10.29
455,Magdiwang,PH,2022-01-24 00:55:38,12.491,122.5135,78.75,87,56,10.36
456,Los Llanos De Aridane,ES,2022-01-24 00:51:51,28.6585,-17.9182,60.55,88,0,1.99
457,Salina Cruz,MX,2022-01-24 00:55:39,16.1667,-95.2,76.46,63,0,20.58
458,Suzun,RU,2022-01-24 00:55:39,53.7841,82.3116,-12.03,99,11,1.95
459,Verkhovazhye,RU,2022-01-24 00:55:39,60.7472,42.0465,12.25,91,67,9.69
460,Erenhot,CN,2022-01-24 00:55:40,43.6475,111.9767,9.45,93,83,3.78
461,Santa Teresa,VE,2022-01-24 00:55:40,10.2341,-66.6631,81.52,92,82,2.17
462,Teya,RU,2022-01-24 00:55:40,60.3778,92.6267,-0.63,99,100,3.09
463,Duiwelskloof,ZA,2022-01-24 00:55:41,-23.6934,30.14,61.95,84,82,1.97
464,Khromtau,KZ,2022-01-24 00:55:41,50.2503,58.4347,-6.56,95,14,9.46
465,Marystown,CA,2022-01-24 00:55:41,47.1666,-55.1483,29.86,100,96,11.43
466,Daru,PG,2022-01-24 00:55:42,-9.0763,143.2092,81.32,83,92,3.51
467,Faanui,PF,2022-01-24 00:55:42,-16.4833,-151.75,81.41,70,100,13.78
468,Wolgast,DE,2022-01-24 00:55:42,54.05,13.7667,41.86,92,100,7.9
469,Sivaki,RU,2022-01-24 00:55:43,52.6333,126.75,-3.05,90,5,4.99
470,Ostrovnoy,RU,2022-01-24 00:55:43,68.0531,39.5131,31.62,95,100,31.5
471,Goderich,CA,2022-01-24 00:55:44,43.7501,-81.7165,12.9,72,98,6.91
472,Northam,GB,2022-01-24 00:55:44,51.0333,-4.2167,43.02,87,5,8.5
473,Bumba,CD,2022-01-24 00:55:44,2.1833,22.4667,75.31,54,95,1.68
474,Juneau,US,2022-01-24 00:55:45,58.3019,-134.4197,40.21,96,75,4.61
475,Kassala,SD,2022-01-24 00:55:45,15.451,36.4,67.44,68,0,6.51
476,Gushikawa,JP,2022-01-24 00:55:45,26.3544,127.8686,70.83,91,75,9.22
477,Novo Aripuana,BR,2022-01-24 00:55:46,-5.1206,-60.3797,72.63,93,78,0.98
478,Winchester,GB,2022-01-24 00:55:46,51.0651,-1.3187,43.02,81,100,1.01
479,Muros,ES,2022-01-24 00:55:47,42.7762,-9.0603,45.23,94,0,3.89
480,Port Lincoln,AU,2022-01-24 00:52:34,-34.7333,135.8667,74.37,78,23,6.44
481,Caicedo,CO,2022-01-24 00:55:47,6.4051,-75.9826,66.97,90,100,3.09
482,Vaitape,PF,2022-01-24 00:55:47,-16.5167,-151.75,81.39,70,100,13.85
483,Pavlodar,KZ,2022-01-24 00:53:12,52.3,76.95,-7.8,77,100,4.47
484,Salaga,GH,2022-01-24 00:55:48,8.5508,-0.5188,78.85,14,0,6.96
485,Labuhan,ID,2022-01-24 00:55:48,-6.8844,112.2051,80.91,81,98,8.5
486,Mazatlan,MX,2022-01-24 00:54:57,23.2167,-106.4167,72.91,81,100,5.01
487,Grimstad,NO,2022-01-24 00:55:49,58.3405,8.5934,42.71,76,100,20.0
488,Tual,ID,2022-01-24 00:55:49,-5.6667,132.75,83.03,79,93,12.46
489,Tukuran,PH,2022-01-24 00:55:49,7.8551,123.5752,82.49,74,82,6.06
490,Mogadishu,SO,2022-01-24 00:52:23,2.0371,45.3438,76.01,75,20,21.12
491,Mbanza-Ngungu,CD,2022-01-24 00:55:50,-5.25,14.8667,67.6,93,24,2.95
492,Simplicio Mendes,BR,2022-01-24 00:55:50,-7.8539,-41.9103,70.27,87,53,1.16
493,Klaksvik,FO,2022-01-24 00:55:50,62.2266,-6.589,41.92,66,86,26.87
494,Itajuba,BR,2022-01-24 00:52:50,-22.4256,-45.4528,72.75,89,7,2.82
495,Bathsheba,BB,2022-01-24 00:55:51,13.2167,-59.5167,77.61,73,20,16.11
496,Kahului,US,2022-01-24 00:53:41,20.8947,-156.47,82.42,71,20,19.57
497,Yelkhovka,RU,2022-01-24 00:55:51,53.8667,50.2832,11.16,95,100,3.94
498,Kenora,CA,2022-01-24 00:55:52,49.8167,-94.4337,-0.42,77,100,6.91
499,Coahuayana,MX,2022-01-24 00:55:52,18.7333,-103.6833,73.87,72,68,2.68
500,Nipawin,CA,2022-01-24 00:55:52,53.3668,-104.0009,-0.36,85,20,9.22
501,Beni,CD,2022-01-24 00:56:53,0.5,29.4667,64.0,74,10,2.62
502,Huamachuco,PE,2022-01-24 00:56:53,-7.8,-78.0667,52.88,88,99,4.12
503,La Ronge,CA,2022-01-24 00:56:53,55.1001,-105.2842,-3.75,84,0,4.61
504,Japura,ID,2022-01-24 00:56:54,-0.3167,102.35,76.39,93,84,0.18
505,Uchaly,RU,2022-01-24 00:56:55,54.2996,59.4521,-5.28,99,95,3.8
506,Saint-Augustin,CA,2022-01-24 00:56:55,51.226,-58.6502,8.62,97,99,0.92
507,Cabras,IT,2022-01-24 00:56:55,39.93,8.5314,45.07,82,0,5.97
508,Omsukchan,RU,2022-01-24 00:56:56,62.5333,155.8,-24.48,97,100,4.94
509,Micheweni,TZ,2022-01-24 00:56:56,-4.9667,39.8333,80.69,71,99,15.3
510,Thoen,TH,2022-01-24 00:56:56,17.6129,99.2161,64.56,64,3,1.45
511,Sandpoint,US,2022-01-24 00:56:57,48.2766,-116.5533,35.02,84,0,4.0
512,Deputatskiy,RU,2022-01-24 00:56:57,69.3,139.9,-22.27,98,100,4.97
513,Hoima,UG,2022-01-24 00:56:57,1.4356,31.3436,69.37,58,100,2.68
514,Xudat,AZ,2022-01-24 00:56:58,41.631,48.681,37.02,74,0,4.18
515,Sassandra,CI,2022-01-24 00:56:58,4.95,-6.0833,76.26,87,0,1.28
516,Espita,MX,2022-01-24 00:56:59,21.0167,-88.3167,70.38,79,35,5.88
517,Beyneu,KZ,2022-01-24 00:56:59,45.3167,55.2,27.16,86,100,15.3
518,Paita,PE,2022-01-24 00:56:59,-5.0892,-81.1144,71.82,80,40,15.48
519,Nagato,JP,2022-01-24 00:57:00,34.3833,131.2,49.19,67,100,22.21
520,Omboue,GA,2022-01-24 00:57:00,-1.5746,9.2618,76.32,87,10,3.94
521,Cap Malheureux,MU,2022-01-24 00:57:00,-19.9842,57.6142,79.29,85,3,4.0
522,Rabo De Peixe,PT,2022-01-24 00:57:01,37.8,-25.5833,58.28,96,20,8.05
523,Lasa,IT,2022-01-24 00:57:01,46.6166,10.7002,29.35,63,1,5.64
524,Nalhati,IN,2022-01-24 00:57:01,24.3,87.8167,59.59,90,100,2.95
525,Buala,SB,2022-01-24 00:57:02,-8.145,159.5921,87.15,65,100,7.61
526,Ilulissat,GL,2022-01-24 00:57:02,69.2167,-51.1,8.11,78,100,7.76
527,Lanzhou,CN,2022-01-24 00:57:03,36.0564,103.7922,13.28,54,31,2.44
528,San Andres,CO,2022-01-24 00:57:03,12.5847,-81.7006,80.62,74,20,13.8
529,Karratha,AU,2022-01-24 00:57:03,-20.7377,116.8463,87.24,62,95,7.05
530,Henties Bay,NA,2022-01-24 00:57:04,-22.116,14.2845,75.65,71,87,11.23
531,Valkeakoski,FI,2022-01-24 00:57:04,61.2642,24.0312,32.09,94,100,12.5
532,Ust-Kut,RU,2022-01-24 00:57:04,56.7938,105.7672,-16.89,100,100,1.39
533,Gwembe,ZM,2022-01-24 00:57:05,-16.4975,27.6069,59.54,96,100,6.02
534,Zemio,CF,2022-01-24 00:57:05,5.0314,25.1361,71.47,37,55,3.96
535,Aripuana,BR,2022-01-24 00:57:05,-9.1667,-60.6333,73.18,98,100,2.55
536,Shetpe,KZ,2022-01-24 00:57:06,44.1667,52.1167,29.03,71,2,22.3
537,Tyret Pervaya,RU,2022-01-24 00:57:06,53.6703,102.3106,3.85,97,100,3.22
538,Canandaigua,US,2022-01-24 00:57:06,42.8742,-77.288,19.17,84,100,4.0
539,Velsk,RU,2022-01-24 00:57:07,61.0701,42.0983,13.53,89,99,9.46
540,Beian,NO,2022-01-24 00:57:07,63.6559,9.5683,49.01,76,75,27.63
541,Rota,ES,2022-01-24 00:57:07,36.6224,-6.3586,56.21,71,0,16.11
542,Port-Cartier,CA,2022-01-24 00:57:08,50.0334,-66.8654,7.02,94,97,8.46
543,Saryozek,KZ,2022-01-24 00:57:08,44.3583,77.9753,22.12,91,100,2.95
544,Yaan,NG,2022-01-24 00:57:08,7.3833,8.5667,78.69,16,0,8.88
545,Komsomolskiy,UZ,2022-01-24 00:57:09,40.4272,71.7189,35.02,86,75,2.3
546,Andros Town,BS,2022-01-24 00:57:09,24.7,-77.7667,71.56,80,30,11.86
547,Salmon Arm,CA,2022-01-24 00:52:40,50.6998,-119.3024,32.31,89,100,1.14
548,Salur,IN,2022-01-24 00:57:10,18.5333,83.2167,67.86,70,31,1.86
549,Richards Bay,ZA,2022-01-24 00:58:10,-28.783,32.0377,67.14,88,21,5.32
550,Mamallapuram,IN,2022-01-24 00:58:10,12.6264,80.1722,77.05,80,32,8.95
